"","DATE","STATE","EVTYPE","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","SHORTDATE","PROPDMG_TOTAL","CROPDMG_TOTAL","DAMAGES"
"608277",2006-08-13,"FL","STORM",0,2,0,"",0,"",2006-08-01,0,0,0
"608279",2006-08-14,"FL","STORM",0,1,114,"K",0,"",2006-08-01,0.114,0,0.114
"608280",2006-08-15,"FL","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"608295",2006-08-24,"FL","STORM",0,4,0,"",0,"",2006-08-01,0,0,0
"608301",2006-08-25,"FL","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"608386",2006-11-16,"FL","STORM",0,1,5,"K",0,"K",2006-11-01,0.005,0,0.005
"608395",2006-12-25,"FL","TORNADO",0,1,0,"K",0,"K",2006-12-01,0,0,0
"608397",2006-12-25,"FL","TORNADO",0,2,3.5,"M",0,"K",2006-12-01,3.5,0,3.5
"608400",2006-12-25,"FL","TORNADO",0,5,2.5,"M",0,"K",2006-12-01,2.5,0,2.5
"608401",2006-12-25,"FL","TORNADO",0,6,50,"M",0,"K",2006-12-01,50,0,50
"608403",2006-12-31,"FL","SURF",1,8,0,"K",0,"K",2006-12-01,0,0,0
"608431",2006-01-02,"GA","TORNADO",0,3,750,"K",0,"",2006-01-01,0.75,0,0.75
"608486",2006-01-13,"GA","TORNADO",0,1,2,"M",0,"",2006-01-01,2,0,2
"608489",2006-01-14,"GA","WIND",0,1,10,"K",0,"",2006-01-01,0.01,0,0.01
"608574",2006-04-08,"GA","TORNADO",0,1,350,"K",0,"",2006-04-01,0.35,0,0.35
"608578",2006-04-08,"GA","TORNADO",0,1,450,"K",0,"",2006-04-01,0.45,0,0.45
"608683",2006-04-19,"GA","STORM",0,1,0,"",0,"",2006-04-01,0,0,0
"609338",2006-07-22,"GA","WIND",0,1,115,"K",0,"",2006-07-01,0.115,0,0.115
"609463",2006-08-08,"GA","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"609549",2006-09-28,"GA","WIND",0,1,0,"",0,"",2006-09-01,0,0,0
"609580",2006-11-15,"GA","TORNADO",0,9,500,"K",0,"K",2006-11-01,0.5,0,0.5
"609599",2006-12-25,"GA","WIND",0,1,100,"K",0,"K",2006-12-01,0.1,0,0.1
"609606",2006-12-31,"GA","TORNADO",0,1,150,"K",250,"K",2006-12-01,0.15,0.25,0.25
"609659",2006-03-12,"HI","WIND",0,2,0,"",0,"",2006-03-01,0,0,0
"609934",2006-06-04,"ID","TORNADO",0,1,100,"K",0,"",2006-06-01,0.1,0,0.1
"610073",2006-12-15,"ID","WIND",0,3,249,"K",0,"K",2006-12-01,0.249,0,0.249
"610175",2006-05-24,"IL","WIND",0,1,25,"K",0,"",2006-05-01,0.025,0,0.025
"610298",2006-03-11,"IL","TORNADO",0,2,1.2,"M",0,"",2006-03-01,1.2,0,1.2
"610363",2006-03-12,"IL","TORNADO",0,2,0,"",0,"",2006-03-01,0,0,0
"610370",2006-03-12,"IL","TORNADO",0,1,0,"",0,"",2006-03-01,0,0,0
"610383",2006-03-12,"IL","TORNADO",0,19,0,"",0,"",2006-03-01,0,0,0
"610397",2006-03-12,"IL","TORNADO",0,4,0,"",0,"",2006-03-01,0,0,0
"610468",2006-03-13,"IL","WIND",0,5,35,"K",0,"",2006-03-01,0.035,0,0.035
"610474",2006-03-13,"IL","WIND",0,2,1.5,"M",0,"",2006-03-01,1.5,0,1.5
"610486",2006-03-31,"IL","WIND",0,4,105,"K",0,"",2006-03-01,0.105,0,0.105
"610512",2006-04-02,"IL","TORNADO",1,11,0,"",0,"",2006-04-01,0,0,0
"610564",2006-04-02,"IL","WIND",0,2,0,"",0,"",2006-04-01,0,0,0
"610568",2006-04-02,"IL","TORNADO",0,1,0,"",0,"",2006-04-01,0,0,0
"610571",2006-04-02,"IL","TORNADO",0,1,0,"",0,"",2006-04-01,0,0,0
"610588",2006-04-02,"IL","WIND",0,1,40,"K",0,"",2006-04-01,0.04,0,0.04
"610597",2006-04-02,"IL","TORNADO",0,3,0,"",0,"",2006-04-01,0,0,0
"610915",2006-04-18,"IL","TORNADO",0,2,0,"",0,"",2006-04-01,0,0,0
"610919",2006-04-18,"IL","WIND",0,2,0,"",0,"",2006-04-01,0,0,0
"611296",2006-05-31,"IL","STORM",0,1,0,"",0,"",2006-05-01,0,0,0
"611311",2006-06-02,"IL","STORM",1,1,0,"",0,"",2006-06-01,0,0,0
"611540",2006-07-14,"IL","HEAT",0,4,0,"",0,"",2006-07-01,0,0,0
"611626",2006-07-19,"IL","WIND",0,1,0,"",0,"",2006-07-01,0,0,0
"611732",2006-07-21,"IL","WIND",0,5,13,"M",0,"",2006-07-01,13,0,13
"611815",2006-08-02,"IL","STORM",0,1,25,"K",0,"",2006-08-01,0.025,0,0.025
"611818",2006-08-02,"IL","STORM",0,1,50,"K",0,"",2006-08-01,0.05,0,0.05
"611963",2006-09-22,"IL","TORNADO",0,2,500,"K",0,"",2006-09-01,0.5,0,0.5
"611978",2006-09-22,"IL","TORNADO",0,1,800,"K",0,"",2006-09-01,0.8,0,0.8
"612125",2006-10-02,"IL","WIND",0,2,1,"M",0,"K",2006-10-01,1,0,1
"612215",2006-12-02,"IL","WIND",7,5,0,"K",0,"K",2006-12-01,0,0,0
"612448",2006-03-31,"IN","TORNADO",0,1,5,"M",0,"",2006-03-01,5,0,5
"612472",2006-04-02,"IN","WIND",0,1,300,"K",0,"",2006-04-01,0.3,0,0.3
"612500",2006-04-02,"IN","WIND",0,2,5,"K",0,"",2006-04-01,0.005,0,0.005
"612930",2006-05-18,"IN","WIND",0,1,10,"K",0,"",2006-05-01,0.01,0,0.01
"612969",2006-05-25,"IN","STORM",0,1,30,"K",0,"",2006-05-01,0.03,0,0.03
"613120",2006-06-07,"IN","TORNADO",0,4,400,"K",0,"",2006-06-01,0.4,0,0.4
"613335",2006-06-22,"IN","STORM",0,6,0,"",0,"",2006-06-01,0,0,0
"613424",2006-06-28,"IN","STORM",0,2,0,"",0,"",2006-06-01,0,0,0
"613510",2006-07-18,"IN","STORM",1,1,0,"",0,"",2006-07-01,0,0,0
"613540",2006-07-20,"IN","WIND",0,1,400,"K",0,"",2006-07-01,0.4,0,0.4
"613661",2006-09-30,"IN","STORM",0,7,0,"",0,"",2006-09-01,0,0,0
"613673",2006-10-03,"IN","WIND",0,1,10,"K",0,"K",2006-10-01,0.01,0,0.01
"613761",2006-01-24,"IA","WIND",0,2,550,"K",0,"",2006-01-01,0.55,0,0.55
"613941",2006-03-30,"IA","WIND",0,1,20,"K",0,"",2006-03-01,0.02,0,0.02
"613972",2006-03-30,"IA","WIND",0,2,50,"K",0,"",2006-03-01,0.05,0,0.05
"614196",2006-04-13,"IA","WIND",0,1,150,"K",0,"",2006-04-01,0.15,0,0.15
"614218",2006-04-13,"IA","TORNADO",0,1,100,"K",0,"",2006-04-01,0.1,0,0.1
"614233",2006-04-13,"IA","TORNADO",0,30,12,"M",0,"",2006-04-01,12,0,12
"614248",2006-04-13,"IA","TORNADO",1,1,120,"K",0,"",2006-04-01,0.12,0,0.12
"614279",2006-04-15,"IA","STORM",0,1,0,"",0,"",2006-04-01,0,0,0
"614462",2006-05-27,"IA","STORM",0,2,0,"",0,"",2006-05-01,0,0,0
"614463",2006-05-29,"IA","STORM",0,2,0,"K",5,"K",2006-05-01,0,0.005,0.005
"614915",2006-08-13,"IA","FLOOD",0,1,25,"K",2,"K",2006-08-01,0.025,0.002,0.002
"615055",2006-01-15,"KS","WIND",0,1,4,"K",0,"",2006-01-01,0.004,0,0.004
"615188",2006-03-12,"KS","WIND",0,3,8,"M",0,"",2006-03-01,8,0,8
"615248",2006-03-30,"KS","TORNADO",0,1,70,"K",0,"K",2006-03-01,0.07,0,0.07
"615271",2006-03-30,"KS","TORNADO",0,1,1,"M",0,"K",2006-03-01,1,0,1
"615508",2006-04-06,"KS","TORNADO",0,12,225,"K",0,"",2006-04-01,0.225,0,0.225
"615516",2006-04-07,"KS","WIND",0,1,11.5,"K",0,"",2006-04-01,0.0115,0,0.0115
"616372",2006-08-07,"KS","TORNADO",0,4,125,"K",0,"",2006-08-01,0.125,0,0.125
"616864",2006-07-16,"KS","HEAT",0,3,0,"",0,"",2006-07-01,0,0,0
"616876",2006-07-26,"KS","WIND",0,1,120,"K",0,"",2006-07-01,0.12,0,0.12
"616924",2006-08-02,"KS","WIND",0,1,40,"K",0,"",2006-08-01,0.04,0,0.04
"617410",2006-01-02,"KY","TORNADO",0,2,350,"K",0,"",2006-01-01,0.35,0,0.35
"617725",2006-04-02,"KY","TORNADO",0,22,35,"M",0,"",2006-04-01,35,0,35
"617726",2006-04-02,"KY","TORNADO",0,6,2.5,"M",0,"",2006-04-01,2.5,0,2.5
"617851",2006-04-07,"KY","TORNADO",0,4,1.4,"M",0,"",2006-04-01,1.4,0,1.4
"618048",2006-05-18,"KY","WIND",0,5,100,"K",0,"",2006-05-01,0.1,0,0.1
"618486",2006-07-19,"KY","HEAT",0,4,0,"",0,"",2006-07-01,0,0,0
"618506",2006-07-21,"KY","WIND",0,1,100,"K",0,"",2006-07-01,0.1,0,0.1
"618650",2006-08-10,"KY","WIND",0,1,5,"K",0,"",2006-08-01,0.005,0,0.005
"618874",2006-09-23,"KY","WIND",0,1,100,"K",0,"",2006-09-01,0.1,0,0.1
"618950",2006-01-12,"LA","FOG",1,22,100,"K",0,"",2006-01-01,0.1,0,0.1
"618951",2006-01-13,"LA","TORNADO",0,1,450,"K",30,"K",2006-01-01,0.45,0.03,0.03
"618954",2006-01-13,"LA","WIND",0,1,25,"K",0,"",2006-01-01,0.025,0,0.025
"618964",2006-02-02,"LA","TORNADO",0,1,750,"K",0,"",2006-02-01,0.75,0,0.75
"619115",2006-05-08,"LA","STORM",0,1,0,"",0,"",2006-05-01,0,0,0
"619143",2006-08-16,"LA","WIND",0,1,0,"",0,"",2006-08-01,0,0,0
"619154",2006-08-24,"LA","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"619160",2006-09-17,"LA","WIND",0,1,0,"",0,"",2006-09-01,0,0,0
"619161",2006-09-18,"LA","WIND",0,2,3,"K",0,"",2006-09-01,0.003,0,0.003
"619269",2006-07-19,"LA","STORM",0,1,20,"K",0,"",2006-07-01,0.02,0,0.02
"619324",2006-08-05,"LA","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"619349",2006-09-30,"LA","STORM",0,1,0,"",0,"",2006-09-01,0,0,0
"619361",2006-10-16,"LA","TORNADO",0,3,40,"K",0,"K",2006-10-01,0.04,0,0.04
"619362",2006-10-16,"LA","TORNADO",0,1,50,"K",0,"K",2006-10-01,0.05,0,0.05
"619475",2006-11-15,"LA","TORNADO",0,2,250,"K",0,"K",2006-11-01,0.25,0,0.25
"619551",2006-06-01,"ME","STORM",0,1,0,"",0,"",2006-06-01,0,0,0
"619772",2006-03-17,"MD","FIRE",0,2,0,"",0,"",2006-03-01,0,0,0
"619774",2006-07-21,"MA","STORM",0,9,0,"K",0,"",2006-07-01,0,0,0
"620094",2006-06-27,"MD","FLOOD",5,1,500,"K",0,"",2006-06-01,0.5,0,0.5
"620117",2006-07-03,"MD","SURF",1,1,0,"",0,"",2006-07-01,0,0,0
"620181",2006-07-27,"MD","STORM",0,5,0,"",0,"",2006-07-01,0,0,0
"620189",2006-07-30,"MD","HEAT",0,50,0,"",0,"",2006-07-01,0,0,0
"620191",2006-08-01,"MD","HEAT",6,5,0,"",0,"",2006-08-01,0,0,0
"620193",2006-08-07,"MD","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"620294",2006-02-17,"MA","WIND",1,3,1.87,"M",0,"",2006-02-01,1.87,0,1.87
"620325",2006-05-21,"MA","WIND",0,1,25,"K",0,"",2006-05-01,0.025,0,0.025
"620326",2006-05-21,"MA","WIND",0,1,50,"K",0,"",2006-05-01,0.05,0,0.05
"620507",2006-10-20,"MA","WIND",0,1,10,"K",0,"K",2006-10-01,0.01,0,0.01
"620602",2006-03-13,"MI","WIND",1,2,0,"",0,"",2006-03-01,0,0,0
"620693",2006-05-16,"MI","WIND",0,1,10,"K",0,"",2006-05-01,0.01,0,0.01
"620745",2006-05-29,"MI","HEAT",0,75,0,"",0,"",2006-05-01,0,0,0
"620943",2006-06-21,"MI","STORM",0,1,15,"K",0,"",2006-06-01,0.015,0,0.015
"621018",2006-07-03,"MI","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"621021",2006-07-04,"MI","SURF",1,4,0,"",0,"",2006-07-01,0,0,0
"621049",2006-07-14,"MI","STORM",0,3,0,"",0,"",2006-07-01,0,0,0
"621168",2006-07-17,"MI","WIND",0,1,50,"K",5,"K",2006-07-01,0.05,0.005,0.005
"621178",2006-07-17,"MI","STORM",1,1,0,"",0,"",2006-07-01,0,0,0
"621252",2006-07-29,"MI","HEAT",0,25,0,"",0,"",2006-07-01,0,0,0
"621296",2006-08-01,"MI","HEAT",0,215,0,"",0,"",2006-08-01,0,0,0
"621300",2006-08-02,"MI","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"621325",2006-08-26,"MI","STORM",0,1,0,"K",0,"",2006-08-01,0,0,0
"621714",2006-06-06,"MN","STORM",0,1,400,"K",0,"",2006-06-01,0.4,0,0.4
"621741",2006-06-16,"MN","WIND",0,2,0,"",0,"",2006-06-01,0,0,0
"621883",2006-07-13,"MN","FIRE",0,2,0,"",0,"",2006-07-01,0,0,0
"622232",2006-08-24,"MN","TORNADO",0,2,200,"K",0,"",2006-08-01,0.2,0,0.2
"622235",2006-08-24,"MN","TORNADO",0,7,3.5,"M",0,"",2006-08-01,3.5,0,3.5
"622237",2006-08-24,"MN","TORNADO",1,30,20,"M",4,"M",2006-08-01,20,4,4
"622558",2006-03-09,"MS","WIND",0,1,700,"K",0,"",2006-03-01,0.7,0,0.7
"622579",2006-03-09,"MS","WIND",0,1,100,"K",0,"",2006-03-01,0.1,0,0.1
"622586",2006-03-09,"MS","WIND",0,3,15,"M",0,"",2006-03-01,15,0,15
"622650",2006-03-20,"MS","TORNADO",0,1,500,"K",0,"",2006-03-01,0.5,0,0.5
"622674",2006-04-05,"MS","STORM",0,1,80,"K",0,"",2006-04-01,0.08,0,0.08
"622826",2006-05-04,"MS","WIND",0,3,300,"K",0,"",2006-05-01,0.3,0,0.3
"622983",2006-05-10,"MS","WIND",0,1,25,"K",0,"",2006-05-01,0.025,0,0.025
"623024",2006-03-12,"MO","TORNADO",1,5,800,"K",0,"",2006-03-01,0.8,0,0.8
"623193",2006-07-22,"MS","STORM",0,3,0,"",0,"",2006-07-01,0,0,0
"623268",2006-08-15,"MS","WIND",0,1,1,"K",0,"",2006-08-01,0.001,0,0.001
"623371",2006-11-15,"MS","TORNADO",0,6,1.5,"M",0,"K",2006-11-01,1.5,0,1.5
"623374",2006-11-15,"MS","TORNADO",0,1,500,"K",0,"K",2006-11-01,0.5,0,0.5
"623376",2006-11-15,"MS","TORNADO",0,1,1.7,"M",0,"K",2006-11-01,1.7,0,1.7
"623473",2006-02-16,"MO","STORM",0,1,0,"",0,"",2006-02-01,0,0,0
"623528",2006-03-09,"MO","WIND",0,1,200,"K",0,"",2006-03-01,0.2,0,0.2
"623530",2006-03-09,"MO","WIND",0,4,200,"K",0,"",2006-03-01,0.2,0,0.2
"623653",2006-03-11,"MO","TORNADO",0,2,0,"",0,"",2006-03-01,0,0,0
"623654",2006-03-11,"MO","TORNADO",2,10,1,"M",0,"",2006-03-01,1,0,1
"623729",2006-03-12,"MO","TORNADO",1,6,2.5,"M",0,"",2006-03-01,2.5,0,2.5
"623829",2006-03-12,"MO","TORNADO",1,13,500,"K",0,"",2006-03-01,0.5,0,0.5
"623831",2006-03-12,"MO","TORNADO",0,6,3,"M",0,"",2006-03-01,3,0,3
"623840",2006-03-12,"MO","TORNADO",0,4,2,"M",0,"",2006-03-01,2,0,2
"623850",2006-03-12,"MO","TORNADO",0,2,700,"K",0,"",2006-03-01,0.7,0,0.7
"623884",2006-03-12,"MO","TORNADO",4,26,5,"M",0,"",2006-03-01,5,0,5
"623888",2006-03-12,"MO","TORNADO",0,1,200,"K",0,"",2006-03-01,0.2,0,0.2
"623913",2006-03-12,"MO","TORNADO",1,1,5,"M",0,"",2006-03-01,5,0,5
"623916",2006-03-12,"MO","TORNADO",0,19,1,"M",0,"",2006-03-01,1,0,1
"623918",2006-03-12,"MO","TORNADO",0,5,850,"K",0,"",2006-03-01,0.85,0,0.85
"623919",2006-03-12,"MO","TORNADO",0,3,50,"M",0,"",2006-03-01,50,0,50
"623928",2006-03-12,"MO","TORNADO",0,4,650,"K",0,"",2006-03-01,0.65,0,0.65
"623939",2006-03-12,"MO","TORNADO",0,13,700,"K",0,"",2006-03-01,0.7,0,0.7
"623989",2006-03-13,"MO","TORNADO",0,6,2.5,"M",0,"",2006-03-01,2.5,0,2.5
"624014",2006-03-13,"MO","TORNADO",0,1,800,"K",0,"",2006-03-01,0.8,0,0.8
"624025",2006-03-13,"MO","TORNADO",0,2,0,"",0,"",2006-03-01,0,0,0
"624044",2006-03-30,"MO","TORNADO",0,8,800,"K",0,"",2006-03-01,0.8,0,0.8
"624082",2006-03-30,"MO","WIND",0,1,10,"K",0,"",2006-03-01,0.01,0,0.01
"624254",2006-04-02,"MO","WIND",0,1,0,"",0,"",2006-04-01,0,0,0
"624277",2006-04-02,"MO","WIND",1,1,400,"K",0,"",2006-04-01,0.4,0,0.4
"624290",2006-04-02,"MO","TORNADO",2,130,60,"M",0,"",2006-04-01,60,0,60
"624687",2006-05-03,"MO","FLOOD",1,2,10,"K",0,"",2006-05-01,0.01,0,0.01
"624939",2006-05-31,"MO","STORM",0,1,0,"",0,"",2006-05-01,0,0,0
"624943",2006-06-01,"MO","WIND",0,1,71,"K",0,"",2006-06-01,0.071,0,0.071
"625168",2006-07-13,"MO","HEAT",4,437,0,"",0,"",2006-07-01,0,0,0
"625173",2006-07-14,"MO","HEAT",3,306,0,"",0,"",2006-07-01,0,0,0
"625185",2006-07-17,"MO","HEAT",0,12,0,"",0,"",2006-07-01,0,0,0
"625220",2006-07-19,"MO","WIND",0,30,259,"K",0,"",2006-07-01,0.259,0,0.259
"625224",2006-07-19,"MO","WIND",0,2,0,"",0,"",2006-07-01,0,0,0
"625248",2006-07-19,"MO","WIND",0,1,0,"",0,"",2006-07-01,0,0,0
"625254",2006-07-19,"MO","WIND",0,2,0,"",0,"",2006-07-01,0,0,0
"625342",2006-07-29,"MO","HEAT",0,21,0,"",0,"",2006-07-01,0,0,0
"625343",2006-07-29,"MO","HEAT",1,14,0,"",0,"",2006-07-01,0,0,0
"625344",2006-07-30,"MO","HEAT",0,7,0,"",0,"",2006-07-01,0,0,0
"625348",2006-08-01,"MO","HEAT",0,59,0,"",0,"",2006-08-01,0,0,0
"625468",2006-08-26,"MO","STORM",0,1,25,"K",0,"",2006-08-01,0.025,0,0.025
"625527",2006-09-22,"MO","TORNADO",0,1,0,"",0,"",2006-09-01,0,0,0
"625533",2006-09-22,"MO","TORNADO",0,5,7,"M",0,"",2006-09-01,7,0,7
"625559",2006-09-22,"MO","TORNADO",0,2,1.5,"M",0,"",2006-09-01,1.5,0,1.5
"625645",2006-01-01,"MT","COLD",0,1,0,"",0,"",2006-01-01,0,0,0
"625653",2006-01-11,"MT","COLD",0,2,0,"",0,"",2006-01-01,0,0,0
"626050",2006-07-20,"MT","STORM",0,3,0,"",0,"",2006-07-01,0,0,0
"626054",2006-07-23,"MT","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"626066",2006-07-26,"MT","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"626100",2006-08-10,"MT","WIND",0,1,0,"",0,"",2006-08-01,0,0,0
"626355",2006-03-12,"NE","WIND",0,3,30,"K",0,"",2006-03-01,0.03,0,0.03
"626422",2006-03-30,"NE","WIND",0,1,164,"K",0,"",2006-03-01,0.164,0,0.164
"626555",2006-04-11,"NE","STORM",1,3,0,"",0,"",2006-04-01,0,0,0
"626603",2006-04-19,"NE","WIND",0,2,47,"K",0,"",2006-04-01,0.047,0,0.047
"626717",2006-05-26,"NE","WIND",0,5,0,"",0,"",2006-05-01,0,0,0
"626781",2006-07-18,"NM","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"627085",2006-07-13,"NE","WIND",0,1,0,"",0,"",2006-07-01,0,0,0
"627449",2006-01-01,"NV","STORM",1,6,0,"",0,"",2006-01-01,0,0,0
"627532",2006-07-06,"NV","FLOOD",0,2,0,"",0,"",2006-07-01,0,0,0
"627534",2006-07-08,"NV","STORM",1,1,0,"",0,"",2006-07-01,0,0,0
"627604",2006-12-26,"NV","WIND",0,2,30,"K",0,"K",2006-12-01,0.03,0,0.03
"627627",2006-12-27,"NV","SNOW",0,2,15,"K",0,"K",2006-12-01,0.015,0,0.015
"627659",2006-05-21,"NH","TORNADO",0,2,3,"K",0,"",2006-05-01,0.003,0,0.003
"627669",2006-06-01,"NH","STORM",0,1,0,"",0,"",2006-06-01,0,0,0
"627725",2006-07-11,"NH","STORM",0,2,0,"",0,"",2006-07-01,0,0,0
"627735",2006-07-11,"NH","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"627811",2006-10-20,"NH","STORM",0,3,20,"K",0,"K",2006-10-01,0.02,0,0.02
"627975",2006-07-04,"NJ","WIND",0,9,0,"",0,"",2006-07-01,0,0,0
"628031",2006-07-21,"NJ","STORM",0,3,0,"",0,"",2006-07-01,0,0,0
"628050",2006-07-22,"NJ","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"628055",2006-07-22,"NJ","STORM",2,2,0,"",0,"",2006-07-01,0,0,0
"628071",2006-08-01,"NJ","HEAT",0,41,0,"",0,"",2006-08-01,0,0,0
"628110",2006-09-01,"NJ","WIND",0,2,3.55,"M",0,"",2006-09-01,3.55,0,3.55
"628233",2006-01-01,"NM","FIRE",0,3,700,"K",10,"K",2006-01-01,0.7,0.01,0.01
"628239",2006-03-12,"NM","FIRE",0,1,300,"K",0,"",2006-03-01,0.3,0,0.3
"628403",2006-08-17,"NM","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"628404",2006-08-17,"NM","STORM",0,2,0,"",0,"",2006-08-01,0,0,0
"628406",2006-08-18,"NM","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"628526",2006-01-15,"NY","WIND",0,1,0,"",0,"",2006-01-01,0,0,0
"628660",2006-02-17,"NY","WIND",0,1,0,"",0,"",2006-02-01,0,0,0
"628817",2006-06-19,"NY","WIND",0,3,0,"",0,"",2006-06-01,0,0,0
"628851",2006-06-26,"NY","FLOOD",0,1,40,"K",0,"",2006-06-01,0.04,0,0.04
"629009",2006-06-29,"NY","STORM",0,1,0,"",0,"",2006-06-01,0,0,0
"629022",2006-06-30,"NY","TORNADO",0,2,250,"K",0,"",2006-06-01,0.25,0,0.25
"629039",2006-07-02,"NY","STORM",0,3,0,"",0,"",2006-07-01,0,0,0
"629052",2006-07-04,"NY","STORM",0,5,0,"",0,"",2006-07-01,0,0,0
"629055",2006-07-04,"NY","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"629057",2006-07-05,"NY","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"629085",2006-07-12,"NY","TORNADO",0,6,10.1,"M",0,"",2006-07-01,10.1,0,10.1
"629129",2006-07-21,"NY","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"629137",2006-07-21,"NY","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"629168",2006-07-28,"NY","STORM",1,1,0,"",0,"",2006-07-01,0,0,0
"629443",2006-11-16,"NY","FLOOD",0,3,25,"K",0,"K",2006-11-01,0.025,0,0.025
"630403",2006-06-02,"NC","STORM",0,5,500,"K",0,"",2006-06-01,0.5,0,0.5
"630415",2006-06-05,"NC","STORM",0,1,0,"",0,"",2006-06-01,0,0,0
"630535",2006-07-14,"NC","STORM",0,4,0,"",0,"",2006-07-01,0,0,0
"630666",2006-06-23,"NC","STORM",0,1,0,"",0,"",2006-06-01,0,0,0
"630707",2006-06-23,"NC","STORM",0,3,0,"",0,"",2006-06-01,0,0,0
"630885",2006-07-19,"NC","STORM",0,2,0,"",0,"",2006-07-01,0,0,0
"630925",2006-07-21,"NC","STORM",0,6,0,"",0,"",2006-07-01,0,0,0
"630976",2006-07-27,"NC","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"631025",2006-07-28,"NC","WIND",0,2,30,"K",0,"",2006-07-01,0.03,0,0.03
"631117",2006-08-31,"NC","STORM",0,1,1.16,"M",22.2,"M",2006-08-01,1.16,22.2,22.2
"631216",2006-11-15,"NC","TORNADO",1,1,110,"K",0,"K",2006-11-01,0.11,0,0.11
"631232",2006-11-16,"NC","TORNADO",8,20,500,"K",0,"K",2006-11-01,0.5,0,0.5
"631291",2006-11-22,"NC","STORM",0,1,0,"K",0,"K",2006-11-01,0,0,0
"631386",2006-05-09,"ND","STORM",0,1,0,"",0,"",2006-05-01,0,0,0
"631549",2006-06-30,"ND","WIND",0,1,80,"K",0,"",2006-06-01,0.08,0,0.08
"631604",2006-07-12,"ND","WIND",0,2,3,"M",0,"",2006-07-01,3,0,3
"631827",2006-08-22,"ND","STORM",0,1,0,"",0,"",2006-08-01,0,0,0
"632284",2006-05-25,"OH","WIND",0,1,20,"K",0,"",2006-05-01,0.02,0,0.02
"632493",2006-06-22,"OH","STORM",0,10,0,"",0,"",2006-06-01,0,0,0
"632529",2006-06-22,"OH","WIND",0,2,200,"K",0,"",2006-06-01,0.2,0,0.2
"632609",2006-06-22,"OH","WIND",1,1,1.2,"M",0,"",2006-06-01,1.2,0,1.2
"632652",2006-06-28,"OH","STORM",0,1,0,"",0,"",2006-06-01,0,0,0
"632655",2006-06-28,"OH","WIND",0,1,8,"K",0,"",2006-06-01,0.008,0,0.008
"632779",2006-07-12,"OH","FLOOD",1,1,350,"K",0,"",2006-07-01,0.35,0,0.35
"632862",2006-07-28,"OH","STORM",0,1,0,"",0,"",2006-07-01,0,0,0
"632887",2006-08-03,"OH","WIND",0,1,8,"K",0,"",2006-08-01,0.008,0,0.008
"632899",2006-08-03,"OH","TORNADO",0,1,325,"K",0,"",2006-08-01,0.325,0,0.325
"632946",2006-09-30,"OH","STORM",0,6,0,"",0,"",2006-09-01,0,0,0
"632973",2006-10-04,"OH","STORM",0,1,100,"M",0,"K",2006-10-01,100,0,100
"633014",2006-12-01,"OH","WIND",0,1,15,"K",0,"K",2006-12-01,0.015,0,0.015
"633015",2006-12-01,"OH","WIND",0,1,20,"K",0,"K",2006-12-01,0.02,0,0.02
"633097",2006-03-01,"OK","FIRE",1,7,15,"M",250,"K",2006-03-01,15,0.25,0.25
"633127",2006-03-09,"OK","WIND",0,10,25,"K",0,"",2006-03-01,0.025,0,0.025
"633241",2006-03-12,"OK","TORNADO",0,8,3,"M",0,"",2006-03-01,3,0,3
"633405",2006-04-01,"OK","TORNADO",0,7,250,"K",0,"",2006-04-01,0.25,0,0.25
"633934",2006-06-06,"OK","WIND",0,4,2.5,"M",0,"",2006-06-01,2.5,0,2.5
"634055",2006-07-10,"OK","WIND",0,1,20,"K",0,"",2006-07-01,0.02,0,0.02
"634112",2006-07-16,"OK","HEAT",10,100,0,"",0,"",2006-07-01,0,0,0
"634118",2006-07-27,"OK","STORM",0,7,0,"",0,"",2006-07-01,0,0,0
"634122",2006-08-01,"OK","DRY",0,4,100,"K",2,"M",2006-08-01,0.1,2,2
"634231",2006-08-21,"OK","WIND",0,1,25,"K",0,"",2006-08-01,0.025,0,0.025
"634453",2006-01-01,"OR","WIND",1,1,0,"",0,"",2006-01-01,0,0,0
"634643",2006-05-19,"OR","STORM",0,1,0,"",0,"",2006-05-01,0,0,0
